1575760893689;screen_off;{}
1575791151014;screen_on;{}
1575791154799;user_present;{}
1575791203425;spontaneous_awakening;{"id":4711}
1575791207085;service_stopped;{}
1575791207162;barcode_scan_init;{}
1575791251431;barcode_scanned;{"id":4711,"saliva_id":0,"barcode_value":"0690200"}
1575791251465;timer_set;{"id":37478,"timestamp":1575792151436}
1575791319496;barcode_scan_init;{}
1575792151604;alarm_ring;{"id":37478,"extra_saliva_id":1,"is_hidden":false}
1575792157496;alarm_stop;{"id":37478,"source":1,"saliva_id":1}
1575792157612;barcode_scan_init;{}
1575792163154;barcode_scanned;{"id":37478,"saliva_id":1,"barcode_value":"0690201"}
1575792163169;timer_set;{"id":70245,"timestamp":1575793063165}
1575793063266;alarm_ring;{"id":70245,"extra_saliva_id":2,"is_hidden":false}
1575793070531;alarm_stop;{"id":70245,"source":1,"saliva_id":2}
1575793070587;barcode_scan_init;{}
1575793073931;barcode_scanned;{"id":70245,"saliva_id":2,"barcode_value":"0690202"}
1575793073939;timer_set;{"id":103012,"timestamp":1575793973936}
1575793974036;alarm_ring;{"id":103012,"extra_saliva_id":3,"is_hidden":false}
1575793975772;alarm_stop;{"id":103012,"source":1,"saliva_id":3}
1575793975839;barcode_scan_init;{}
1575793978969;barcode_scanned;{"id":103012,"saliva_id":3,"barcode_value":"0690203"}
1575793978976;timer_set;{"id":135779,"timestamp":1575794878974}
1575794879069;alarm_ring;{"id":135779,"extra_saliva_id":4,"is_hidden":false}
1575794880949;alarm_stop;{"id":135779,"source":1,"saliva_id":4}
1575794881002;barcode_scan_init;{}
1575794885250;barcode_scanned;{"id":135779,"saliva_id":4,"barcode_value":"0690204"}
1575794885257;day_finished;{"day_counter":1}
1575840510238;evening_salivette;{"id":815}
1575840513620;barcode_scan_init;{}
1575840550776;barcode_scanned;{"id":815,"saliva_id":5,"barcode_value":"0690205"}
1575840677593;service_started;{}
